rfp_title,biz_domain,detail_desc
산출물 관리,PMO/QC,"○ 프로젝트 단계별 산출물을 관리
- 제안사는 사업추진 과정에서 생산되는 제반 작업 단위별 산출에 대하여 작업일정 계획 및 품질보증 계획과 연계하여 산출물의 종류, 주요내용, 작성ㆍ제출시기, 제출 부수 등을 제시
- 산출물의 제출 부수는 감사원과 협의하여 결정하며, 산출물 작성 및 제출과 관련된 제반 비용은 제안사가 부담
- 검사 전 기술준수 결과표를 제출하여야 하며, 기술적용 계획의 변경이 필요한 경우 감사원의 승인을 받아야 함
- 시스템의 원활한 운영을 위하여 시스템 사용법, 데이터 갱신 프로세스 등이 포함된 시스템 운영 지침서를 작성
- 산출물 및 각종 워크시트의 관리 방안을 제시
- 산출물 제출 시기는 사업추진 공정, 품질보증 계획, 감리일정 등과 연계하여 제시
- 용역 완료 시 제출하는 최종 결과물(프로그램 소스 등)은 감사원의 승인을 득한 후 원본 파일을 CD(또는 DVD나 USB)에 수록하여 산출물과 같이 제출하여야 하고, 프로그램 소스에 대한 형상관리가 가능하도록 협조"
산출물 관리,PMO/QC,"○ 감사원이 정의한 아래 표준 산출물 제출
- 요구사항 정의단계: 요구사항 정의서, 요구사항 추적 매트릭스
- 분석단계: 현행시스템분석서, 시스템인터페이스 정의서/목록, ERD(논리), 업무흐름도, 기능분해도, 개발표준 정의서(UI포함)
- 설계단계: 프로그램 목록, 프로그램 설명서, 사용자 인터페이스 설계서, 시스템인터페이스 설계서, 보안관리 계획서, 테이블정의서/목록, ERD (물리), 코드정의서, CRUD매트릭스, 화면정의서, 메뉴 구조도, 용어사전, 전환계획서, (데이터)전환프로그램 목록, 매핑정의서, 단위테스트 계획서
- 구현단계: 소스코드, 단위테스트결과서, 통합테스트 시나리오/케이스, 통합테스트계획서, 통합테스트결과서, 시큐어코딩 점검결과서, 시스템시험계획서, 시스템시험결과서, 보안취약점진단결과서
- 이행단계: 전개계획서, 교육계획서, 사용자매뉴얼, 운영자매뉴얼
- 사업관리: 착수보고서, 주간/월간보고서, 중간보고서, 완료보고서, 하자보수계획서
* 추가 산출물은 상호 협의하여 조정 가능"
산출물 관리,PMO/QC,"○ 사용자 매뉴얼 작성
- 사용자 유형별(디지털감사, 원내행정 등)로 관리자 및 사용자 매뉴얼을 작성하며, 매뉴얼에는 각 사용자들이 사용할 수 있는 기능을 모두 포함하고, 다음과 같은 정보를 포함함
·화면이 바뀌는 단위를 기준으로 사용 방법을 설명
·목표시스템 세부기능 사용 방법, 소프트웨어를 설치하는 경우 설치 및 제거 방법 등을 제공
- 사용자 매뉴얼은 시범운영(안정화) 기간 전에 제출"
산출물 관리,PMO/QC,"○ 제안사는 관리방법론 및 개발방법론을 기초로 산출물 목록을 테일러링하고 작성ㆍ관리
* 제출할 산출물 목록은 감사원과 협의하여 사업특성에 맞게 수정하거나 추가할 수 있음"
품질관리,PMO/QC,"○ 제안사는 양질의 품질 확보를 위하여 품질관리자를 지정하고, 품질관리자를 통해 지속적인 품질보증 활동을 수행
- 품질보증계획 수립, 품질보증 목표 및 표준에 대한 교육
- 계획에 따른 품질보증 수행, 품질결함분석 및 시정조치, 변경요청
- 단계별 품질목표 달성, 품질표준 준수 등에 관한 보고서를 제출
○ 제안사는 사업 추진과정에서 생산되는 제반 작업 단위별 산출물에 대하여 작업 일정계획, 품질보증계획과 연계, 산출물의 종류, 주요 내용, 작성ㆍ제출 시기 등을 제시
- 산출물 및 각종 안내서(시스템 운영자, 사용자 안내서 등)의 제공 및 관리방안을 제시
- 기능품질 측정방안을 제시
·품질보증의 범위, 품질목표 수준, 품질보증을 위한 조직, 품질보증절차ㆍ품질보증 결과물, 점검방법 및 사용도구를 제시"
시스템 통합 제안사의 유기적 관계 유지,PMO/QC,"○ 본사업의 주관 제안사를 전체 사업의 통합 제안사로 하며, 시스템 통합 제안사는 감사원, 상용소프트웨어 제안사 간 상호 긴밀한 협조체계를 이루어 시스템을 구축
- 향후 상용소프트웨어 제안사 간 업무 이행 및 책임소재에 있어 조정사항 이행 확약서 등을 작성
- 통합 사업관리(공정, 품질)를 수행
- 통합 테스트 및 통합 운영방안을 수립하고 수행
- 사업 간 업무영역, 인계사항, 입주사 협의 등 총괄 조정을 수행"
시스템 구축에 대한 검사,PMO/QC,"○ 검사 조건
- 검사 요청서식 및 검사계획서에 따라 시작하고, 완료 통보 문서로 종료함
- 계획서는 일정계획, 구축ㆍ검사 담당자, 검사대상 산출물을 제시
·테스트 수행방법, 절차, 상호 참여조직 및 역할을 포함
·성능 및 테스트 결과 반영 내용에 따른 최종검사 요청내용, 점검사항, 점검 후 조치방안 등을 상세히 제시
·제안서, 사업수행계획서, 사용자 요구 정의서를 통합한 요구내용 적용 여부, 적합 여부를 확인할 수 있는 체크리스트, 상호 필요한 준비사항, 요소별 산출물을 명시
- 구축완료 후 프로젝트 진행 과정 중에 생산된 중간단계 자료와 이력관리 DB, 최종 산출물 목록은 누락없이 납품
○ 최종 납품된 산출물 상태에서 운영자 매뉴얼에 따라 시행되는지 검증
○ 기술검사 결과와 업무수행성 검사를 수행하며, 기존 계획과 일치하지 않을 경우 지체없이 보완 후 재검사를 받아야 함"
참여인력 보안 및 책임,PMO/QC,"○ 감사원 보안규정에 따라 제안사 선정 후 실시 예정인 투입인력에 대한 신원조사에 응해야 하며, 조사결과 결격 사유가 없어야 함
○ 제안사는 사업수행 기간 중 보안 관련 법규를 준수하고 대외 보안유지에 적극 협조
- 사업에 참여하는 모든 인원은 별도 양식에 의하여 상기 내용을 포함한 보안 서약서를 반드시 제출
- 사업 수행 중 취득한 지식에 대하여 과업수행 중은 물론 사업이 완료된 후에도 외부에 누설하거나 다른 용도로 이용은 불가하며, 이를 위반하였을 경우 법적인 책임을 져야 함
- 제안사는 용역사업 수행 중 감사원에서 실시하는 정기ㆍ불시 보안점검에 성실히 임하여야 함
○ 사업수행기간 중 중요 데이터 등 정보 유출에 대비하여 구체적인 정보보호계획 및 방안을 제시
○ 사업 관련 자료에 대한 보안관리 방안을 마련
- 제안사는 사업기간 및 사업완료 후 감사원이 지정한 누출금지 대상 정보를 무단으로 누출하였을 경우 _국가를 당사자로 하는 계약에 관한 법률_ 제76조에 의거 부정당업자로 지정되어 입찰참가 자격이 제한될 수 있으며, 고의나 과실을 불문하고 제안사와 제안사의 인력이 민ㆍ형사상의 책임 및 그에 따른 유ㆍ무형의 손해에 대하여 모든 책임을 져야 함
- 누출금지 대상 정보 및 기타 사업에 필요한 정보를 요청할 시에는 자료관리 대장에 인계ㆍ인수자가 직접 서명한 후 자료를 제공받아야 하며, 사업완료 시 관련 자료를 지체없이 반납 또는 폐기
- 사업 수행으로 생산되는 산출물 및 기록은 감사원 보안담당자가 인가하지 않은 비인가자에게 제공ㆍ대여ㆍ열람을 금지함
- 사업 관련 자료는 인터넷 클라우드, 웹하드, 웹메일 등으로 외부에 저장 및 전송을 금지함"
외부PC 반입 및 보안 통제,PMO/QC,"○ 외부 정보화 기기 반입 시 신고를 
- 노트북 등 외부PC 반입 시 감사원의 보안 프로그램을 설치하고 내부 사용자 보안지침을 준수
- 사업기간 내 사용되는 노트북을 포함한 모든 PC, 외부 저장매체, 네트워크 장비 등 정보화기기의 사용현황을 감사원에 신고하고 관리
- 제안사가 사용하는 PC는 인터넷 연결을 금지함
- 정보시스템을 외부로 반출할 경우 사전에 감사원 정보보안담당관의 통제를 받아야 함
○ 해킹, 바이러스 등으로 인한 침해사고 예방대책을 마련하고 서비스 중단사태 발생에 대한 긴급복구 방안 등을 포함한 보안대책을 제시
○ 사업기간 중 제안사의 불법SW의 사용으로 인한 문제는 제안사가 이에 대한 책임을 져야함"
공동 수급,PMO/QC,"○ 공동수급 형태로 제안할 경우 주제안사와 부제안사 간의 업무수행범위 및 책임한계를 상세히 정의하고 주제안사의 조직 운영 방안을 제시
 - 주제안사의 비율은 50% 이상이어야 함
○ 계약예규 _공동계약운용요령_에 따라 공동계약이행을 허용함"
하도급,PMO/QC,"○ 제안사(공동수급체를 구성하는 경우 공동수급원 포함) 소속 이외의 인력은 하도급으로 간주하며, 하도급 계약 시 관계 법률에 의하여 사전 승인을 받아야 함
 - 제안사는 하도급 계약의 준수실태를 ‘하도급 준수실태 보고서’에 의하여 상_하반기 2회 보고
 - 하도급 업체 투입 인력에 대한 관리방안을 제시
 - _행정기관 및 공공기관 정보시스템 구축_운영지침_ 제19조에 따라 하도급 대금지급 기준을 준수
○ _소프트웨어 진흥법_ 제51조(하도급 제한 등)에 따라 다음 사항을 준수
 - 사업예산(물품구매 제외)의 50% 초과한 하도급 금지
 - 재하도급 금지 (일부 예외는 관련법령에 따름)
○ _소프트웨어사업의 하도급 승인 및 관리 지침_ (과학기술정보통신부 고시)을 준용하여 하도급계약의 적정성을 판단 함
  ※ [붙임1]_하도급계약의 적정성 판단 세부기준_ 참조"
제안 개발방법론,PMO/QC,"○ 제안시 개발방법론에 대한 전 과정의 설명, 특징, 장_단점, 저작권, 선정사유 및 적용사례 등을 제시. 만일 개발 과제 특성상 여러 개의 개발방법론을 적용할 경우에는 각각 사용범위를 구별하여 제시
○ 제안된 방법론은 정보시스템 개발 시 발생되는 착오 및 소프트웨어 품질 저하, 생산성 저하 등의 위험 요소를 방지하고, 시스템 개발의 표준 및 절차의 확립을 통해 유지관리 용이성을 확보할 수 있는 검증된 것이어야 함
○ 사용될 개발방법론에 따른 단계별 산출물 목록, 산출물 상세내용, 산출물 간의 연관도를 제시
○ 개발 시 기존 아키텍처 구조와 유사한 구조로 개발을 수행하여 유지관리에 무리가 없도록 개발방법론 적용
○ 개발이 체계적으로 추진되도록 각 개발 단계별 활용할 도구(분석 및 설계 도구, 개발도구 등)와 기법의 적정성을 제시"
사업관리방법,PMO/QC,"○ 위험관리, 품질관리, 일정관리, 자원관리, 형상관리 등 프로젝트 관리 방법론을 통한 체계적인 사업 관리방안을 제시
○ 전자정부지원사업에 따른 사업관리방안 준수
○ 개발의 완성도를 높이기 위해서 프로젝트 착수에서 종료까지 체계적으로 프로젝트를 관리(관리도구 이용)"
일정계획,PMO/QC,○ 사업을 기간 내에 완수하기 위한 개발 단계별 추진일정 및 세부 활동 내용 등이 포함된 개발 일정계획을 제시
위험관리,PMO/QC,"○ 본 사업의 수행 시 발생 예상되는 쟁점 및 미결사항에 대한 관리, 사용자 요구사항의 상세화 과정에서의 리스크 관리 등 각종 위험에 대한 통제 및 리스크 관리 방안을 제시
○ 본 사업과 관련하여 지속적으로 문제를 파악 관리하고, 조치사항에 대하여 추적할 수 있는 방안을 제시"
정기보고,PMO/QC,"○ 사업진행에 대한 인력투입, 업무내용, 진척사항, 기타 특이사항을 기록한 업무일지를 작성하여 주간, 월간 단위로 작성·제출"
수시보고,PMO/QC,○ 원활한 사업진행을 위해 필요 시 비정기적인 보고방안을 제시
관련 기관과 업무협의,PMO/QC,"○ 시스템 연계기관 간 원활한 업무협의 진행방안을 제시
* 현행 외부연계 시스템 현황

RFP 155P 참조"
DB 품질수준 목표,데이터구축및이관,○ 제안사는 품질순도 99.9% 이상의 실현 가능한 품질수준 목표 및 방법을 제시
DB 품질수준 목표,데이터구축및이관,"○ 제안사는 품질순도 99.9% 이상의 실현 가능한 품질수준 목표 및 방법을 제시
○ 품질목표 달성을 위한 단계별 품질검증 절차 및 방법을 구체적으로 제시
- 본격적인 DB구축 작업 이전에 시범 구축을 실시하여 작업용 DB 구축 시스템을 통해 사전 검증작업을 수행하고, 감사원과 협의하에 세부지침 및 품질기준 등을 확정함
- 최종 DB구축 완료 데이터를 신규 시스템에 이관 전 데이터 완전성 및 정확성 확보를 위한 검증 방안을 마련
○ 국가DB사업 표준방법론인 데이터베이스구축방법론에서 제시하는  3단계 품질검사 체계를 준수
※ 제안사(DB구축 담당) 검사 > 제안사 품질보증팀/총괄책임자 검사 > 주관기관 검사(감리법인)"
통합 발주자와의 유기적인 관계 유지,공통기반,"○ 제안사는 본 사업의 주관 제안사를 전체 사업의 통합제안사로 하며, 감사원, 직접구매 SW 제안사간 상호 긴밀한 협조체계를 이루어 시스템을 구축
- 향후 직접구매 SW 제안사 간 업무 이행 및 책임소재에 있어 조정사항 이행확약서 등을 작성
- 통합 사업관리(공정, 품질)를 수행(SW 직접구매 사업까지 총괄관리)
- 통합테스트 및 통합운영방안 수립 및 수행(직접구매 SW 포함)
    * 직접구매 SW 제안사의 검수는 통합 제안사 1차 검수를 거쳐 감사원에 요청
- 사업간 업무영역 및 인계사항, 입주기관 협의 등 총괄 조정을 수행"
검사 및 검수,PMO/QC,"○ 검수는 안정화 기간을 거쳐 완료 보고서 접수일로부터 14일 이내에 실시함
  - 제안요청서, 제안서, 협상 결과, 계약서(발표자료 및 질의/응답 포함), 사업수행계획서, 변경관리서 등과 일치하지 않는 경우에는 지체없이 보완 후 재검수를 받아야 함
○ 시스템 납품설치와 시스템의 정상가동 여부에 대하여 확인하며, 시스템 관리, 기술지원 등 시스템 운영에 필요한 제반사항을 포함"
시건장치,PMO/QC,"○ 정보화사업과 관련한 중요자료 및 비공개자료는 이중 시건장치가 있는 장소에 보관
○ 노트북은 시건장치가 있어야 함"
안정화 활동,PMO/QC,"○ 목표시스템 가동 이후 6개월 동안 가동상태 모니터링 및 기록, 예방점검 활동실시, 유지인력 교육, 비상연락체계 가동, 기술지원 등 안정화 활동을 수행"
하자보수 일반,PMO/QC,"○ 제안사는 시스템 하자보수 방안을 구체적으로 제시하여야 하며, 하자보수 지원방법 및 지원체계 등을 제안에 포함 
○ 제안사가 제3자로부터 구매하여 공급한 제품과 자체 개발한 SW를 포함한 전 시스템의 무상 하자보수 및 관리 기간은 최종 검사완료일로부터 12개월로 함
○ 본 사업 완료 후 목표시스템 인도 시, 결과물의 지속적인 발전 및 안정성 유지를 위한 방안 제시
○ 무상 하자보수 지원방안에 지원범위, 지원방법(상주, 비상주 등) 및 지원 인원을 포함하여 제시
○ 하자보수 기간 중 시스템의 결함 및 HW, SW 개발, 제작, 설치 등의 하자가 발견될 경우 24시간 이내에 해당 장비 또는 부품을 무상으로 수리하거나 동일 신품 또는 그 상위기능의 부품으로 무상 교환하여야 하고, 개발된 SW상의 문제가 발견된 경우 즉시 필요한 조치를 취하여 문제를 해결함
○ 시스템의 안정성 및 신뢰성 확보와 장애시간을 최소화하기 위하여 시스템을 단위 요소기술과 기능으로 구분하여 각각에 대한 세부 하자보수 계획을 제시
○ 공급되는 장비 및 부품의 생산 중단 시는 최소 3개월 전에 서면으로 통보하고 관련 장비의 예비부품 사전확보 및 대체품의 납품대책 등을 강구하여 감사원에 알려야 함
○ 사업수행자는 전 시스템(공급한 제품(HW, SW 등) 및 개발한 SW)을 하자보수 활동에 포함하여 지원
○ 감사원 직원 및 시스템 관리자 대상으로 시스템 구축ㆍ운영에 대한 기술지원을 제공"
교육 지원,PMO/QC,"○ 제안사는 사업 착수부터 완료까지 본 사업에 필요한 교육을 지속적으로 실시하고, 교육계획서를 작성하여 감사원의 승인을 얻어야 함
- 교육계획서는 교육훈련에 대한 목적 및 일정, 지역ㆍ과목, 교육대상ㆍ인원, 장소, 강사진, 소요비용(무상ㆍ유상) 등이 포함
- 감사원내 1,500명 전체 사용자를 대상으로 사용자 교육을 실시
·대상자는 과/팀별로 최소 1명 이상이 포함
- 사용자 교육은 다음의 내용이 필수적으로 포함
·사용자(업무담당자)에게 기능 활용 교육
·도입 제품(HW, SW)에 대한 기본교육 및 운영 교육(유지관리·운영 담당자)
○ 관리자, 운영자별로 도입제품에 대한 기본교육에서 운영교육까지 실시하되 교육내용, 인원, 일정, 장소, 교육조건 등 교육지원과 실무적인 기술이전 계획을 제시
○ 교육에 따른 배포용 교재를 제작하고 배포
- 교육자료는 온라인 도움말 형식과 전자적 형식으로 작성하여 제출
- 관리자, 시스템 운영자, 일반사용자 등 사용자별 교육자료를 매뉴얼로 작성
○ 교육에 따른 배포용 교재 및 소요경비는 제안사가 부담하며, 교육기간은 감사원과 협의하여 결정함
○ 기타 시스템 구축 및 운영상 필요하다고 판단되어 감사원에서 교육을 요구하는 경우 제안사는 이에 응"
기술이전 방안,공통기반,"○ 시스템 개발 및 운영에 필요한 내용을 시스템의 운영, 감시ㆍ보안, 비상복구 방법 등 시스템 구성방법ㆍ장애 대처방법, 기타 운영에 관한 사항 등 시스템 운영 직원의 자체유지관리 능력 배양을 위한 기술이전 계획을 제시
○ 감사원 직원 및 시스템 관리자를 대상으로 시스템 구축ㆍ운영 및 프로젝트 수행과정과 관련된 필요한 기술이전 대상 목록과 시스템 운영 요원의 안정적 운영을 위한 기술 이전방안 등에 대한 계획 제시
○ 제안사는 최소한 다음과 같은 사항에 대하여 기술을 지원
- 본 사업과 관련된 HW 및 SW의 확장ㆍ교체ㆍ변경 및 시스템 연계 등에 대한 기술을 요하는 사항에 대하여 제안사는 적극 지원
- 착수단계부터 하자보수가 이루어지는 전 기간에 걸쳐 기술지원 제공"
기능점수 산정,공통기반,"○ 제안사는 사업완료 전 한국소프트웨어산업협회의 최신“SW사업 대가산정 가이드”에 따라 구축된 전체 시스템에 대한 기능점수(FP)를 산정_검증하고, SW사업정보저장소(www.spir.kr)에 제출
○ 최종검사 요청시 기능점수 산정결과를 첨부"
개인정보 영향평가,PMO/QC,"○ 개인정보 영향평가 계획을 수립하고 영향평가를 실시
- _개인정보보호법_에서 규정한 개인정보영향평가를 행정안전부장관이 지정하는 평가기관에 영향평가를 의뢰하여 수행한 후 그 결과를 제출
- 개인정보 영향평가 계획을 수립
·평가목적, 대상ㆍ범위, 주체, 기간, 절차, 주요 평가사항, 기준ㆍ항목, 자료수집ㆍ분석계획 등을 포함"
보안취약성 점검ㆍ조치사항 이행,공통기반,"○ 보안 취약성을 점검하고 조치사항을 이행
- 구축하는 시스템 중 웹으로 구현된 시스템이 존재할 경우 국가정보원에서 공시한 홈페이지 8대 보안 취약점 및 OWASP Top 10의 취약점 등에 대한 보안대책을 수립하여 적용
- 별도 전문기관의 보안 취약점 분석 등을 수행하고 그 결과에 따른 보완을 수행한 뒤 사후 결과를 보고서로 제출
- 자체 보안성 검토를 통하여 도출된 취약점 및 권고사항에 대하여 조치방안을 제시한 후 조치를 완료"
정보자원 현행화,공통기반,"○ 정보자원관리시스템(www.irm.go.kr)에 현행화된 최신 정보 등록
- 서버, PC, 네트워크, 응용프로그램, 패키지SW, 데이터베이스 등의 정보자원을 관리하여 최신의 현행정보 목록을 제공 및 등록
- 내부 시스템 간의 연계정보를 식별하고 시스템 구축에 의한 구성의 변경사항 및 시스템의 각종 연계정보를 모두 파악하여 제공 및 등록"
IRM 현행화 및 SW사업정보 저장소 데이터 작성·제출,PMO/QC,"○ 제안사는 본 용역 결과를 IRM(구 EA) 산출물로 작성하여 범정부 IRM포털 시스템에 등록한 후 검수 담당자의 확인을 받아야 함
○ _소프트웨어 진흥법_ 제46조에 따라 해당 사업 수주자는 SW 사업정보(SW사업 수행·실적 정보) 데이터를 작성하여 제출
○ SW 사업정보 데이터 작성 및 제출에 관한 사항은 www.spir.kr 자료실의 ‘SW 사업정보 저장소 데이터 제출 안내문서’를 참조
○ SW 사업정보 데이터는 사업수행계획서 작성 시 단계별 산출물 리스트에 반드시 명시
○ SW 사업정보 중 기능점수 데이터의 작성을 위해 사업수행 인원 중 기능점수 측정 전문가(유자격자)를 포함"
취약점 점검,공통기반,"○ 시스템 저해요소분석 및 개선, 취약점 대체방안과 해결안 마련 및 제공 가능하도록 취약점 점검
- 식별된 취약점은 시스템 개통 이전 전수 조치 완료 방안 포함"
모의해킹 수행,공통기반,"○ 모의해킹 범위와 대상을 선정하고, 시나리오를 작성하여 취약점 진단 후 모의해킹 수행 결과물을 제출
- 식별된 취약점은 시스템 개통 이전 전수 조치 완료 방안 포함"
이전설치,PMO/QC,○ 감사원에서 장비 이전 설치를 요청하는 경우 제안사는 이에 응하여야 하고 관계 부서와 사전 협의 및 이전 조치 후 업무에 지장이 없도록 하며 IT 장비 관리시스템에 이전 완료 사항을 등록
이전 미처리 지연 벌칙금,PMO/QC,○ 이전설치 작업일 이후 최초 근무일 업무개시 시간(09:00)까지 이전설치가 종료되지 아니한 장비는 IT 장비 관리시스템의 _이전 미처리 장애현황_에 자동 등록하여 장애 및 지연 벌칙금 부과 등 장애처리 기준에 준하여 적용함
가용성 보장,PMO/QC,"○ 시스템은 통상적인 업무시간 동안 가용성을 보장하여야 하며, 시스템 조건이 무엇이든지 간에 모든 채널에서 동일한 자료 및 결과를 생성하고 그 결과를 보장
○ 시스템은 정상상태에서 매일 24시간 동안 무중단으로 운영 가능하여야 함"
품질관리 일반,PMO/QC,"○ 품질관리 조직과 운영절차를 구체적으로 제시하고 준수
- 품질활동의 제반절차 및 산출물을 명시한 품질관리계획을 제안서 및 품질보증계획서에 상세하게 기술
- 체계적이고 효과적인 프로젝트 진행과 품질 향상을 위하여 품질 보증계획서에 근거하여 사업기간 동안 품질관리 조직을 통한 품질 보증활동을 수행하고 결과물을 제출
- 품질 또는 성능상의 문제 발생 시 테스트 및 분석결과를 제시하고 개선
- 본 과업범위 외의 요인으로 인해 사업 결과에 영향이 있거나 예상되는 경우 원인과 해결방안을 감사원에 제시하여 위험요소를 최소화 하거나 문제가 해결될 수 있도록 적극 협조"
시스템 신뢰성,PMO/QC,"○ 기능 구현을 위한 정확성 및 가용성을 확보
- 시스템은 제안서, 사업수행계획서, 과업내용서ㆍ사용자 요구사항 분석, 설계서에서 제공하기로 한 요구사항을 모두 제공
·각 기능 요구사항의 검증(테스트) 활동을 통해 예상된 결과가 도출되었을 경우 요구사항을 제공한 것으로 평가함
※ 시스템 구축 후 안정적인 운영을 위한 기술이전 계획 제시
○ 연중 무중단 서비스 제공을 위한 품질을 보장
- 목표시스템은 1일 24시간, 365일 상시 운영 가용성을 보장
- 모든 페이지(채널)에 동일한 결과를 생성하고 구현
- 테스트 및 시범 운영기간 동안 발견된 결함 수, 심각도, 결함의 지속 시간을 측정
·결함관리(유형, 심각도, 조치목표 등) 방안을 수립하여 승인을 받아야 함
·결함의 지속시간이 장기간 길어지는 경우 비상 대책을 수립 후 보고
·발생하는 결함 관련하여 업무 프로세스 전반을 대상으로 테스트를 수행하여 비슷한 유형의 결함이 발생하지 않도록 조치
- 결함 발생 시 각 결함별 조치여부를 별도의 관리도구를 통해 관리
- 제안사는 감사원에 결함 관리 현황정보를 실시간으로 제공하는 방안 제시
- 결함 테스트 방안을 제시 및 결함 테스트를 위한 모든 제반 비용은 제안사가 부담"
장애발생 대응,PMO/QC,"○ 시스템은 신속한 장애 대응을 위하여 백업 절차를 마련
 - 에러복구, 장애 대책 확보 등 신뢰성 있는 서비스 환경을 제공
○ 테스트 결함발생율 및 조치율은 테스트 기간 동안 발견된 결함 수와 결함의 지속 시간을 측정
* 결함 발생율이 5% 이상이거나 중대 결함이 발생할 경우, 시스템 오픈 기간을 연장해야 하며, 결함 지속 시간의 최대 한계값은 1시간 으로 함
○ 장애 발생 시 조치 방안을 제시
- 테스트 기간 동안 자체 및 제3자를 통해 발견된 결함은 시스템 오픈 이전에 모두 조치를 완료한 후 서비스를 오픈
- 제안사의 불가항력으로 인한 미조치 사항은 감사원의 승인을 득하여야 하며, 결함에 대한 조치로 인하여 계획된 일정에 영향을 주어서는 안 됨
- 복구할 수 없는 자료의 손실로 이어질 수 있는 오류를 방지하기 위한 통제방안을 시스템에 최대한 반영하여야 하고, 오류가 발생하는 즉시 사용자에게 관련 메시지를 공지하여야 하며 즉시 처리할 수 있는 비상 대책안을 사용자와 공유
- 에러복구, 장애 대책 확보 등 신뢰성 있는 서비스 환경을 제공"
개발표준 준수,PMO/QC,"○ 개발 착수 전 개발표준을 확정하고 개발자들에게 교육
- 프로젝트 중간에 투입되는 인력에게도 개발표준 교육 실시
○ 개발 생산성을 높이기 위해 사용하는 통합개발환경에 개발표준 점검이 자동으로 진행되도록 설정
- 단위테스트가 완료된 프로그램은 개발표준 점검결과를 관리
- 소스코드에 하드코딩은 원칙적으로 금지하며, 불가피할 경우 사전에 감사원에 보고하고 프로그램 설계서에 해당 내용을 반영
- 소스코드 주석처리는 제3자가 이해하는데 도움이 되도록 구체적이어야 함"
프로그램 사용성,PMO/QC,"○ 프로그램의 사용성 확보 방안을 제시
- 시스템의 관리ㆍ운영에 필요한 관리자 및 사용자 매뉴얼을 제공
·상세한 사용자 등록, 보안, 접근절차 내용 등을 포함
·시스템 이용 편의 사항 안내 및 사용절차 등을 포함
·장애발생 시 조치방법 및 사용법을 포함
- 모든 기능 및 정보에 대한 사용용이 및 편리성을 확보한 시스템을 구축
- 품질보증을 위한 조직, 방법, 절차, 내용 등을 제시
○ 사용자 및 관리자가 시스템을 쉽고 편하게 사용할 수 있도록 함
- 기능 이해도 : 자주 찾는 콘텐츠 순으로 찾기 쉬운 위치에 배치하는 등 정보접근의 편의성을 개선하고 시스템에서 제공하는 모든 기능에 대하여 사용자 매뉴얼에서 정보를 제공
- 인터페이스 이해도 : 시스템에서 제공하는 인터페이스 기능과 방법을 초급자라도 쉽게 운영할 수 있는 직관적인 인터페이스로 제작하고 관리자 매뉴얼에 포함함
○ 프로그램 사용 용이성을 위한 요구사항
- 사용자가 원하는 기능을 쉽게 찾아서 사용할 수 있는 체계를 제공
- 시스템은 콘텐츠의 모양이나 배치를 이해하기 쉽게 구성
- 콘텐츠(온라인 서식 포함)는 필요한 경우 서식과 관련한 정보를 제공
- 사용자 기능에 대한 온라인 도움말을 제공
○ 프로그램의 설치 및 제거, 이용 편의
 - 시스템 또는 프로그램을 설치하거나 제거하기 위한 정보를 관리자 또는 사용자 매뉴얼(문서) 제공
 - 시스템 및 프로그램의 설치 및 제거 용이성을 평가하기 위해 매뉴얼을 따라서 사용자 및 관리자가 설치 및 제거 "
변경관리,PMO/QC,"○ 변경 요구 및 변경처리 절차 개념 정의
- 시스템은 제공되기로 한 요구사항을 모두 제공하며, 초기 협의한 요구사항에서 변경관리 절차를 통해 승인을 획득한 요구사항을 최종 baseline으로 간주함
- 제공되기로 한 요구사항을 제공하는지 여부는 각 기능 요구사항의 검증(테스트) 활동을 통해 예상된 결과가 도출되었을 경우 요구사항을 제공한 것으로 평가함
○ 변경관리 방안
- 변경관리의 대상을 식별하고, 대상별 관리사항을 정의
- 대상별 변경관리 적용되는 시점을 정의
- 변경관리 절차와 양식을 제시
- 변경관리 대장과 형상관리와 연계하여 관리방안을 제시 
○ 변경관리 방안은 제안서와 사업수행계획서에 명시하여 제시"
시스템 하자보수,PMO/QC,"○ 하자담보 책임기간은 본 사업이 종료한 날(사업에 대한 시험 및 검사를 수행하여 최종산출물을 인도한 날을 말함)로부터 1년으로 함
- 시스템 운영 과정에서 발생한 오류 등은 하자보증 기간 동안 제안사가 무상으로 개선
○ 하자보수 기간 중에 필요한 사항, 인력 운영, 범위 예산 등을 제시
- 시스템 설치 이후 하자보수 및 문제점 발생 시 해결을 위한 효율적인 조치 방법, 지원체계 등을 제시하여야 하며, 특히 장애처리에 대비하여 문제 발생 시부터 해결까지의 하자보수 절차 및 체계를 제시
○ 중요한 기능 및 시스템의 경우, 본 제안요청서에 반영되지 않은 경우라도 제안사는 감사원과 협의하여 해당 기능 및 시스템을 구현ㆍ구축하여야 하며, 해당 비용은 계약금액에 포함된 것으로 봄
○ 모든 납품 제품은 제조사 공급확약서 및 기술지원 확약서를 계약 후 10일 이내 제출"
